Ticker
MSFT
AAPL
NVDA
AMZN
GOOG
META
BRK
TSLA
COST
COLA
CSCO
RY
AMD
SHOP
TD
ENB
BN
BAM
TRI
CSU
BMO
CP
CNQ
CNR
BNS
NGT
CM
AEM
MFC
TRP
WCN
ATD
L
SU
WPM
IFC
IMO
SLF
NA
GWO
FFH
ABX
DOL
FNV
NTR
WSP
T
WN
FTS
CVE
GIB.A
POW
QSP.UN
CCO
QSR
H
PPL
BCE
RBA
K
GFL
TECK.A
TECK.B
TOU
MRU
BEP.UN
BIP.UN
RCI.A
RCI.B
BNT
EMA
IVN
LUG
FM
ARX
AGI
X
STN
CLS
PAAS
CCL.A
CCL.B
BEPC
MG
OVV
ATRL
DSG
DAY
EFN
IAG
EMP.A
CAE
ALA
FSV
SAP
IGM
LUN
EDV
CU
KEY
GIL
OTEX
TFII
TIH
CTC
CTC.A
QBR.A
QBR.B
CIGI
BBD.A
BBD.B
WFG
CPX
DFY
SOBO
ONEX
BBU.UN
CAR.UN
PKI
ATZ
BIPC
AQN
OR
TFPM
BTO
ACO.X
ACO.Y
AC
ELD
IMG
SCR
BLCO
FTT
PSK
KXS
MEG
CS
VRN
CSH.UN
REI.UN
NPI
OLA
CHP.UN
ELF
WCP
NGD
GMIN
NXE
CIX
BYD
PRU
OGC
HBM
SJ
EQX
AG
GRT.UN
TXG
PEY
TPZ
PBH
SRU.UN
FCR.UN
DOO
CGG
GEI
SSL
EQB
LNR
TA
ATS
GLXY
DPM
MFI
SSRM
BEI.UN
TVK
BLX
KNT
BB
MX
MDA
FIH.U
SES
CCA
BBUC
EIF
INE
CRR.UN
WDO
CXB
WPK
NWC
HR.UN
NVA
NGEX
TOY
MAG
AIF
FVI
WGX
ATH
POU
BHC
GSY
PDN
FN
RUS
DSV
IPCO
KMP.UN
CIA
PET
CG
AND
AAUC
AP.UN
LSPD
HUT
SKE
TVE
SII
ORA
DML
FRU
ERO
MEQ
RCH
LIF
NG
SEA
BTE
AAV
DNTL
NFI
LNF
TSU
TCL.A
TCL.B
BIR
SIA
SPB
CFP
IIP.UN
PPTA
PMZ.UN
GRGD
ARIS
BDGI
FOM
LAS.A
EFR
HWX
ENGH
CJT
SVI
JWEL
WTE
SIS
MAU
VET
EDR
BDT
CEU
AYA
PRL
IE
AOI
NWH.UN
ALS
MRC
LB
CNL
EXE
KEL
GOOS
MTL
EFX
SVM
PXT
RUP
ARE
HPS.A
CHE.UN
DCBO
SFC
CRON
TIXT
MTY
CVG
SOY
WELL
LAC
VZLA
CJ
SLS
GCG
GCG.A
TKO
MAL
PSI
ASTL
ET
SGR.U
SGR.UN
CURA
CF
CAS
ECN
BITF
VLE
PD
AW
CUP.U
SEC
TPX.A
TPX.B
NDM
GDI
DRM
DTOL
GTWO
TCW
MKP
AGF.B
KEC
AFN
RSI
IFP
DBM
AX.UN
AII
MSA
VNP
MDI
CMG
MATR
DLCG
NOA
TCS
ALC
GGD
DND
ADEN
CGX
CGO
MRG.UN
CVO
HOM.U
HOM.UN
FSZ
KSI
TLRY
RAY.A
RAY.B
CGY
TF
ORE
III
VHI
GAU
MRE
GUD
BLN
BDI
MUX
BLDP
FVL
DXT
CHR
PBL
USA
SDE
TAL
AI
ASM
MI.UN
APR.UN
ISC
VBNK
NXR.UN
SGY
ETG
DIV
MND
WJX
PZA
HLF
MARI
LAR
ABRA
OBE
NEO
FFM
PRB
REAL
FC
ISO
CSW.A
CSW.B
TWC
ACQ
BK
PLZ.UN
GRA
GFR
TBL
HFPC.U
WFC
TNZ
SOLG
GBT
BPF.UN
FEC
WILD
NOU
AIDX
MRD
KBL
KITS
ACB
TOT
MRT.UN
URE
VLN
PMET
TMQ
PHX
URC
CPH
ESI
ERD
MHC.U
MHC.UN
IAU
SOIL
TSAT
QRC
WRN
ADN
CKI
BTB.UN
ASCU
PRV.UN
LIRC
RPI.UN
APM
DR
CFW
KEI
WEED
GLO
ARG
JAG
NUAG
STEP
MNO
STC
TC
ECOR
TLG
OLY
PIF
EDT
XTC
MXG
VCM
MPC
MPC.C
AIM
ITH
D.UN
SMT
ECO
ERE.UN
FTG
STGO
FRX
PRYM
VOXR
GTE
FCD.UN
OGI
GOLD
SYZ
SBI
GH
DNG
ADW.A
ADW.B
KEG.UN
PNE
DRX
PNP
DRR.U
DRR.UN
ANRG
EPRX
PRN
DC.A
PTM
ALYA
VGZ
LAM
GDC
AOT
FAR
AMC
FF
CRRX
QTRH
ACX
WNDR
TH
PRQ
RBY
THNC
ARA
FDY
SHLE
Y
LUC
ELVA
GEO
BRAG
DRT
HLS
TSND
PNC.A
PNC.B
LGD
STLR
LGO
WEF
E
CRDL
IMP
PSD
BRE
QIPT
TNT.UN
TRX
CXI
RCG
ROOT
HAI
GRID
BNE
IVQ
XLY
IPO
CDR
BOS
STCK
XAU
MSCL
SRV.UN
FSY
LN
MGA
QEC
HMM.A
JOY
CNE
GDL
G
FORA
TLO
PEA
SXP
DCM
BSX
LCFS
MDP
TWM
ELO
XTG
MCB
MDNA
GFP
YGR
TXP
ILLM
TI
PYR
KPT
XAM
XTRA
GCU
GCL
ORV
FURY
CRP
NANO
WRG
DYA
GMX
EXRO
IS
SLT.U
SLR
AKT.A
CCM
BCHT
WPRT
TSL
SAU
TRZ
SVA
TTNM
ONC
WM
TSK
GURU
DII.A
DII.B
OGD
S
ICE
HBP
MBX
BRMI
CFX
PPR
GENM
RTG
BYL
ATCU
HOT.UN
NEXT
DBO
ESM
NVO
RPR.UN
NPS
DIAM
NCF
LABS
CEMX
BKI
FT
MOGO
AEG
WCM.A
INO.UN
IFA
TVA.B
SWP
EAGR
AVCN
BR
ACD
AMM
BU
ELR
NPK
SFI
BCT
COPR
BEK.B
TGO
SFD
UNI
CWL
CJR.B
GRC
ASND
GVC
LSPK
YRB
CWEB
ADCO
WRX
GEC
NUMI
CSCI
AVL
SAM
MPVD
GRN
FOOD
CFF
VRTS
RVX
EGLX
GMTN
MSV
SXI
CTX
HWO
ELEF
VQS
AVNT
KRN
KLS
SVB
BRY
OPT
AAB
FLOW
CRWN
BABY
WLLW
BNG
APS
CNT
APLI
AUMN
FLNT
SMC
MKZ.UN
IOM
